pl_name,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,sy_dist
"K2-147 b",2018,"K2",0,"0.961918",0.0159,0.73,0.315,,,"90.5494"
"K2-293 b",2019,"K2",0,"13.1225",,2.45,6.57,,"750","392.251"
"K2-42 b",2016,"K2",0,"6.68796",0.0617,2.15,5.27,,,"396.913"
"KMT-2017-BLG-1038L b",2019,"KMTNet",0,,1.8,13.4,640,,,"6000"
"KOI-55 b",2011,"Kepler",1,"0.240104",0.006,0.759,0.44,,,"1231.02"
"Kepler-347 d",2023,"Kepler",0,"85.517344",0.3802,3.04,9.48,"0","482","1298.88"
"Kepler-663 b",2016,"Kepler",0,"4.99678284",0.0559,2.6,7.27,"0","917","1063.09"
"OGLE-2006-BLG-109L b",2008,"OGLE",0,"1788.5",2.3,14,231,,"82","1510"
"OGLE-2012-BLG-0838L b",2020,"OGLE",0,,4.43,8.39,53.1,,,"6320"
"KMT-2016-BLG-1820L b",2018,"KMTNet",0,,1.08,12.9,1450,,,"6260"
"HD 106515 A b",2012,"La Silla Observatory",0,"3586.86089",4.491,12.5,3025.09078,"0.565",,"34.0915"
"Kepler-1010 b",2016,"Kepler",0,"34.2685705",0.193,2.32,5.99,"0","477","579.273"
"Kepler-571 b",2016,"Kepler",0,"4.79859939",0.0546,2.64,7.46,"0","978","723.875"
"Kepler-859 b",2016,"Kepler",0,"20.38177573",0.1345,3.09,9.75,"0","528","839.903"
"HD 137388 b",2011,"La Silla Observatory",0,"330",0.89,9.32,63.566,"0.36",,"40.4841"
"HATS-50 b",2017,"HATSouth",0,"3.8297015",0.05046,12.666,123.9537,"0.516",,"756.742"
"HD 30177 b",2002,"Anglo-Australian Telescope",0,"2514.53422",3.604,12.6,2670.7121,"0.207",,"55.5867"
"Kepler-1077 b",2016,"Kepler",0,"34.3511874",0.2101,2.77,8.1,"0","576","1101.42"
"Kepler-1173 b",2016,"Kepler",0,"0.7698536",0.0157,0.89,0.64,"0","1650","377.06"
"Kepler-1563 b",2016,"Kepler",0,"3.43276598",0.0442,0.75,0.347,"0","1134","616.697"
"Kepler-118 b",2014,"Kepler",0,"7.518496",0.073,1.96,4.5,"0","784","574.228"
"Kepler-1567 b",2016,"Kepler",0,"153.979578",0.552,2.73,7.9,"0","330","1206.11"
"Kepler-151 c",2014,"Kepler",0,"24.674612",0.16,2.09,5.02,"0","544","649.919"
"PDS 70 b",2018,"Paranal Observatory",0,"43500",20,30.488,953.49,"0.19","1204","113.064"
"OGLE-2017-BLG-1049L b",2020,"OGLE",0,,3.92,12.8,1760,,,"5670"
"NGTS-8 b",2019,"Paranal Observatory",0,"2.4997",0.035,12.218,295.5819,"0.01","1345","428.976"
"TYC 3318-01333-1 b",2018,"Multiple Observatories",0,"562",1.414,13.1,1086.9786,"0.098",,"490.61"
"Kepler-1095 b",2016,"Kepler",0,"4.27103091",0.0514,1.21,1.92,"0","1108","792.522"
"K2-170 b",2018,"K2",0,"7.576544",,1.418,2.6,,,"392.872"
"HD 76700 b",2002,"Anglo-Australian Telescope",0,"3.97097",0.05,9.6,66.7443,"0.09",,"60.8831"
"Kepler-1219 b",2016,"Kepler",0,"16.10467749",0.1418,2.12,5.14,"0","1159","880.895"
"KMT-2016-BLG-0212L b",2018,"KMTNet",0,,2.2,12.2,5700,,,"6300"
"Kepler-1264 b",2016,"Kepler",0,"0.96852602",0.0191,1.18,1.76,"0","1677","801.993"
"Kepler-115 b",2014,"Kepler",0,"2.403679",0.036,1.09,1.32,"0","1489","623.609"
"Kepler-1340 b",2016,"Kepler",0,"0.66502692",0.0153,1.55,3.02,"0","2174","981.779"
"Kepler-1495 b",2016,"Kepler",0,"85.273256",0.3677,2.94,8.96,"0","443","1355.54"
"Kepler-1403 b",2016,"Kepler",0,"5.19492202",0.064,2.14,5.22,"0","1238","2163.9"
"Kepler-1449 b",2016,"Kepler",0,"13.2274528",0.1176,1.68,3.46,"0","867","2006.48"
"Kepler-1439 b",2016,"Kepler",0,"8.07392849",0.0594,1.46,2.73,"0","420","225.393"
"Kepler-1602 b",2016,"Kepler",0,"11.17931605",0.1074,1.34,2.36,"0","1159","629.804"
"GJ 163 d",2013,"La Silla Observatory",0,"603.95116",1.0304,5.92,29.4,"0.373",,"15.1285"
"eps Tau b",2006,"Okayama Astrophysical Observatory",0,"585.82",1.878,12.7,2285.18625,"0.076",,"47.52852"
"WASP-62 b",2012,"SuperWASP",0,"4.41195",0.0571,14.796,165.2716,"0","1475.3","175.631"
"11 Com b",2007,"Xinglong Station",0,"323.21",1.178,12.2,4914.89849,"0.238",,"93.1846"
"HD 4732 b",2012,"Multiple Observatories",0,"371.74",1.129,13.4,631.20722,"0.266",,"54.7841"
"Gl 378 b",2019,"Haute-Provence Observatory",0,"3.822",0.039435,3.66,13.02,"0.109","830","14.9545"
"BD+48 740 b",2018,"Multiple Observatories",0,"733",1.7,13.5,540.311,"0.76",,"666.589"
"Kepler-1109 b",2016,"Kepler",0,"37.6467384",0.2466,2.19,5.43,"0","787","685.087"
"Kepler-85 c",2012,"Kepler",0,"12.513",0.1007,2.18,20.9,"0","706","765.025"
"Kepler-1196 b",2016,"Kepler",0,"66.1849031",0.3179,2.23,5.6,"0","436","922.333"
"Kepler-203 d",2014,"Kepler",0,"11.32972",0.1,1.44,33.9,"0","855","703.302"
"Kepler-1146 b",2016,"Kepler",0,"2.3522658",0.0325,1.23,2.04,"0","1019","703.038"
"Kepler-365 c",2014,"Kepler",0,"17.784129",0.137,1.64,3.33,"0","729","1038.99"
"Kepler-374 b",2014,"Kepler",0,"1.897806",0.029,1.03,1.08,"0","1761","1265.61"
"Kepler-403 b",2014,"Kepler",0,"7.031462",0.076,1.25,2.1,"0","1194","840.269"
"Kepler-39 b",2011,"Kepler",0,"21.08721",0.164,13.9,6388.1,"0.112","897","1057.41"
"Kepler-28 b",2011,"Kepler",0,"5.9123",0.062,3.6,479.9,"0","585","438.359"
"Kepler-296 d",2014,"Kepler",0,"19.850291",0.118,2.09,5.02,"0.33","403","167"
"Kepler-1580 b",2016,"Kepler",0,"56.6449279",0.323,2.11,5.1,"0","733","1002.02"
"Kepler-1595 b",2016,"Kepler",0,"4.56380468",0.051,1.23,2.04,"0","980","845.022"
"Kepler-211 b",2014,"Kepler",0,"4.138575",0.048,1.26,2.13,"0","954","309.353"
"Kepler-299 b",2014,"Kepler",0,"2.927128",0.04,1.32,2.3,"0","1258","1052.24"
"Kepler-228 b",2014,"Kepler",0,"2.566546",0.038,1.53,2.96,"0","1360","1644.61"
"CHXR 73 b",2006,"Hubble Space Telescope",0,,210,12.3,3994.486,,,"190.374"
"EPIC 212424622 b",2019,"K2",0,"18.0983",,2.17,5.35,,,"611.804"
"HD 155193 b",2021,"Haute-Provence Observatory",0,"352.65",1.04,14,238.37131,"0.21",,"57.7995"
"HD 164922 b",2005,"W. M. Keck Observatory",0,"1207",2.16,13.3,116,"0.08","159.4","22.0016"
"Kepler-1467 b",2016,"Kepler",0,"47.0569043",0.2388,3.3,10.9,"0","411","852.888"
"Kepler-198 b",2014,"Kepler",0,"17.790037",0.131,2.82,8.35,"0","655","495.358"
"Kepler-608 b",2016,"Kepler",0,"6.41251504",0.0685,3.64,12.9,"0","1069","946.683"
"Kepler-133 b",2014,"Kepler",0,"8.129976",0.083,1.76,3.75,"0","1041","653.6"
"HD 177565 b",2017,"La Silla Observatory",0,"44.505",0.246,4,15.1,"0.0593",,"16.9179"
"Kepler-310 d",2014,"Kepler",0,"92.876125",0.392,2.47,7,"0","353","602.268"
"Kepler-377 b",2014,"Kepler",0,"12.509529",0.109,1.39,2.51,"0","875","823.804"
"Kepler-308 c",2014,"Kepler",0,"15.38231",0.123,2.16,5.31,"0","714","1335.92"
"Kepler-322 c",2014,"Kepler",0,"4.337234",0.051,1.67,3.43,"0","996","400.48"
"Kepler-33 e",2011,"Kepler",0,"31.7844",0.2138,4.02,5.57,"0","752","1209.16"
"HATS-37 A b",2020,"HATSouth",0,"4.3315366",0.04913,6.793,31.46517,"0","1085","211.896"
"HD 107148 c",2021,"Multiple Observatories",0,"18.3267",0.1407,4.7,19.89606,"0.34",,"49.4156"
"HD 137496 c",2021,"Multiple Observatories",0,"479.9",1.2163,12.6,2434.5656,"0.477","370","155.317"
"Kepler-247 c",2014,"Kepler",0,"9.439452",0.084,4.09,15.7,"0","686","663.711"
"Kepler-326 b",2014,"Kepler",0,"2.248329",0.032,1.52,44.6,"0","1127","487.675"
"Kepler-229 c",2014,"Kepler",0,"16.068638",0.117,4.92,21.5,"0","600","826.265"
"Kepler-237 b",2014,"Kepler",0,"4.715106",0.05,1.41,2.57,"0","823","657.822"
"Kepler-234 c",2014,"Kepler",0,"7.21205",0.077,3.51,12.1,"0","1025","1733.1"
"HD 5891 b",2011,"W. M. Keck Observatory",0,"177.11",0.64,12.6,2425.0429,"0.07",,"283.502"
"HD 109749 b",2005,"W. M. Keck Observatory",0,"5.239891",0.0615,11.1,85.8141,"0",,"63.0821"
"HD 88133 b",2004,"W. M. Keck Observatory",0,"3.414884",0.0479,13.8,324.1866,"0.031",,"73.6123"
"K2-90 b",2016,"K2",0,"13.733314",0.096,2.6,7.27,"0.07","502","134.188"
"K2-233 b",2018,"K2",0,"2.4675",0.03308,1.343,11.26,"0.079","1121","67.5062"
"Kepler-1059 b",2016,"Kepler",0,"3.76419105",0.044,1.73,3.64,"0","908","713.167"
"Kepler-270 c",2014,"Kepler",0,"25.262887",0.18,1.77,3.78,"0","756","948.781"
"Kepler-244 b",2014,"Kepler",0,"4.311792",0.05,2.76,8.05,"0","1038","1036.49"
"Kepler-307 b",2013,"Kepler",0,"10.4208",0.0917,2.43,7.44,"0","797","575.581"
"Kepler-259 b",2014,"Kepler",0,"8.115317",0.079,2.8,8.25,"0","879","1002.14"
"Kepler-260 b",2014,"Kepler",0,"8.187399",0.075,2.01,4.7,"0","782","627.365"
"HD 159868 c",2012,"Anglo-Australian Telescope",0,"351",1.032,14,244.09344,"0.184",,"55.8503"
"HD 197037 b",2012,"McDonald Observatory",0,"1035.7",2.07,13.9,251,"0.22",,"33.1944"
"HD 211970 b",2019,"Las Campanas Observatory",0,"25.201",0.143,3.66,13,"0.15",,"13.1277"
"HD 285507 b",2013,"Fred Lawrence Whipple Observatory",0,"6.0881",0.06,13.8,311.4734,"0.09",,"45.0293"
"KMT-2016-BLG-1397L b",2018,"KMTNet",0,,5.1,12.7,2200,,,"6600"
"Kepler-114 b",2014,"Kepler",0,"5.188549",0.053,1.26,6.8,"0","586","259.533"
"Kepler-1574 b",2016,"Kepler",0,"6.9424334",0.0743,1.29,2.21,"0","1003","1384.16"
"Kepler-475 b",2016,"Kepler",0,"3.10550819",0.0399,2.49,6.76,"0","980","280.069"
"Kepler-474 b",2016,"Kepler",0,"5.66067294",0.0606,3.06,9.59,"0","1115","841.496"
"Kepler-1319 b",2016,"Kepler",0,"2.88676265",0.0296,1.34,2.36,"0.33","557","103.917"
"Kepler-1299 b",2016,"Kepler",0,"19.9400874",0.1357,2.98,9.17,"0","588","1404.94"
"OGLE-2013-BLG-1721L b",2017,"OGLE",0,,2.6,14.1,200,,,"6300"
"GJ 1061 d",2020,"La Silla Observatory",0,"13.031",0.054,1.16,1.64,"0.53",,"3.67278"
"HD 43197 b",2010,"La Silla Observatory",0,"308.92072",0.882,14.2,175.75911,"0.742",,"62.4112"
"HD 72892 b",2016,"Multiple Observatories",0,"39.44603",0.228,12.8,1737.88573,"0.419",,"69.7311"
"HD 74156 b",2003,"Haute-Provence Observatory",0,"51.63564",0.28,13.5,532.36258,"0.636",,"57.603"
"Kepler-391 c",2014,"Kepler",0,"20.485435",0.161,3.54,12.3,"0","1015","869.236"
"Kepler-749 b",2016,"Kepler",0,"17.31716585",0.1054,3.1,9.8,"0","454","721.027"
"Kepler-709 b",2016,"Kepler",0,"16.08524954",0.1173,2.92,8.85,"0","613","664.843"
"Kepler-669 b",2016,"Kepler",0,"4.12554687",0.0529,4.83,20.8,"0","1243","2063.41"
"Kepler-164 c",2014,"Kepler",0,"10.945723",0.097,2.73,7.9,"0","881","890.758"
"Kepler-975 c",2023,"Kepler",0,"5.05821338",0.0567,10.69,80.2,"0","1168","426.088"
"Kepler-56 b",2012,"Kepler",0,"10.5016",0.1028,6.51,22.1,"0.04","1378","912.994"
"K2-195 b",2018,"K2",0,"15.852975",0.1208,3.13,9.96,,"720","315.014"
"Kepler-140 c",2014,"Kepler",0,"91.353282",0.414,1.8,3.89,"0","428","583.859"
"Kepler-1423 b",2016,"Kepler",0,"23.955378",0.1586,1.06,1.2,"0","741","449"
"Kepler-1188 b",2016,"Kepler",0,"17.1369543",0.135,2.08,4.98,"0","775","1717.48"
"Kepler-1324 b",2016,"Kepler",0,"4.11584468",0.0466,1.51,2.89,"0","895","481.667"
"Kepler-1362 b",2016,"Kepler",0,"136.205626",0.4626,2.6,7.27,"0","248","731.298"
"Kepler-1369 b",2016,"Kepler",0,"25.873148",0.1741,2.69,7.7,"0","667","1236.56"
"Kepler-1378 b",2016,"Kepler",0,"11.95398936",0.0885,2.2,5.48,"0","525","506.434"
"Kepler-1486 b",2016,"Kepler",0,"54.6495759",0.2846,2.32,5.99,"0","538","1769.14"
"HD 192310 c",2011,"La Silla Observatory",0,"525.8",1.18,5.25,24,"0.32","185","8.79687"
"HD 72490 b",2018,"W. M. Keck Observatory",0,"858",1.88,13.5,561.92344,"0.124",,"126.339"
"HD 60532 c",2008,"La Silla Observatory",0,"600.1",1.6,13.3,797.7533,"0.03",,"25.9716"
"Kepler-986 b",2016,"Kepler",0,"56.4349938",0.276,2.36,6.17,"0","465","548.364"
"MOA-bin-1L b",2012,"MOA",0,,8.3,13,1200,,,"5100"
"HD 104985 b",2003,"Okayama Astrophysical Observatory",0,"199.68",0.715,12.8,1766.80811,"0.047",,"100.576"
"24 Boo b",2018,"Okayama Astrophysical Observatory",0,"30.33",0.194,13.9,280.64248,"0.032",,"95.9863"
"HD 145457 b",2010,"Subaru Telescope",0,"176.13",0.762,13.2,888.01257,"0.111",,"135.292"
"HD 39091 b",2001,"Anglo-Australian Telescope",0,"2088.75851",3.311,12.4,3917.23512,"0.642",,"18.2702"
"pi Men d",2022,"La Silla Observatory",0,"124.64",,3.72,13.38,"0.22",,"18.2702"
"alf Ari b",2010,"Bohyunsan Optical Astronomical Observatory",0,"380.8",1.2,13.4,572.07,"0.25",,"20.21019"
"Kepler-995 b",2016,"Kepler",0,"28.26731672",0.1701,2.7,7.75,"0","517","609.638"
"Kepler-340 c",2014,"Kepler",0,"22.824669",0.178,3.37,11.3,"0","946","808.762"
"Kepler-575 b",2016,"Kepler",0,"9.37891944",0.0788,2.39,6.3,"0","803","853.977"
"Kepler-320 b",2014,"Kepler",0,"8.371554",0.085,1.14,1.55,"0","1292","826.613"
"Kepler-406 c",2014,"Kepler",0,"4.62332",0.0552,0.85,2.71,"0","1050","364.03"
"HD 171028 b",2007,"La Silla Observatory",0,"550",1.32,13.2,832.7146,"0.59",,"111.659"
"GJ 3942 b",2017,"Roque de los Muchachos Observatory",0,"6.905",0.0608,2.57,7.14,"0.121","590","16.9287"
"KIC 10001893 d",2014,"Kepler",1,"0.81161",,,,,,"1672.94"
"OGLE-2013-BLG-0102L b",2014,"OGLE",0,,0.8,12.3,4100,,,"3040"
"ups And d",1999,"Multiple Observatories",0,"1276.46",2.51329,12.5,3257.74117,"0.2987",,"13.4054"
"Kepler-376 b",2014,"Kepler",0,"4.920199",0.057,1.07,1.24,"0","1242","923.067"
"Kepler-369 b",2014,"Kepler",0,"2.732756",0.03,1.13,1.51,"0","687","214"
"Kepler-391 b",2014,"Kepler",0,"7.416755",0.082,3.2,10.3,"0","1425","869.236"
"CoRoT-22 b",2014,"CoRoT",0,"9.75598",0.092,4.88,12.2,"0.077","885","627.158"
"K2-139 b",2017,"K2",0,"28.380619",0.1796,9.11,123.00021,"0.12","524","153.856"
"Kepler-1561 b",2016,"Kepler",0,"1.00520701",0.0194,1.09,1.32,"0","1682","839.076"
"K2-268 c",2018,"K2",0,"9.327527",0.0819,2.69,7.7,,"696","327.783"
"1RXS J160929.1-210524 b",2008,"Gemini Observatory",0,,330,18.647,3000,,"1700","139.135"
"Kepler-227 b",2014,"Kepler",0,"9.488015",0.09,3.11,9.85,"0","793","1083.06"
"Kepler-520 b",2016,"Kepler",0,"19.67416124",0.144,1.66,3.39,"0","711","623.901"
"MOA-2010-BLG-477L b",2012,"MOA",0,,2,13.6,480,,,"2300"
"HD 216520 b",2020,"Multiple Observatories",0,"35.45",0.198,3.18,10.26,"0.09",,"19.552"
"HD 158996 b",2018,"Bohyunsan Optical Astronomical Observatory",0,"820.2",2.1,12.3,4449.62,"0.13",,"283.659"
"Kepler-577 b",2016,"Kepler",0,"25.69578251",0.1348,2.55,7.04,"0","314","524.247"
"K2-4 b",2015,"K2",0,"10.003417",0.078,2.1,5.06,"0.08","563","231.828"
"Kepler-48 e",2014,"W. M. Keck Observatory",0,"982",,13.4,657,,,"306.738"
"HD 116029 c",2018,"W. M. Keck Observatory",0,"907",,13.7,403.6441,"0.038",,"123.245"
"GJ 3323 b",2017,"La Silla Observatory",0,"5.3636",0.03282,1.23,2.02,"0.23",,"5.37484"
"Kepler-1688 b",2020,"Kepler",0,"5.62012",0.0577,1.262,2.13,"0","772","567.4468709"
"Kepler-1689 b",2020,"Kepler",0,"8.483",0.0798,0.947,0.799,"0","879","294.122"
"Kepler-1697 b",2020,"Kepler",0,"33.4969",0.2008,1.26,2.12,"0","630","247.771"
"Kepler-1785 b",2021,"Kepler",0,"19.58550072",0.1379,2.704,7.77,"0","666","745.74"
"Kepler-1786 b",2021,"Kepler",0,"78.5460968",0.3659,3.163,10.1,"0","501","863.909"
"Kepler-1784 b",2021,"Kepler",0,"13.59049988",0.1072,2.799,8.24,"0","724","883.045"
"Kepler-92 c",2013,"Kepler",0,"26.723",0.1829,2.6,6.1,"0.04","781","477.992"
"Kepler-1751 b",2021,"Kepler",0,"7.01731014",0.0712,1.824,3.98,"0","984","1291.47"
"Kepler-1752 b",2021,"Kepler",0,"56.35850143",0.2698,4.541,18.7,"0","419","962.888"
"OGLE-2008-BLG-355L b",2014,"OGLE",0,,1.7,12.9,1500,,,"6800"
"Kepler-119 c",2014,"Kepler",0,"4.125103",0.049,0.92,0.721,"0","1016","701.996"
"MOA-2013-BLG-220L b",2014,"MOA",0,,3.03,13.2,871,,,"6720"
"Kepler-1030 b",2016,"Kepler",0,"19.32952416",0.1338,2.48,6.71,"0","529","758.702"
"USco1556 b",2019,"Multiple Observatories",0,,3500,12.3,4767.45,,"2240","140.635"
"K2-280 b",2018,"K2",0,"19.89526",0.1461,7.5,37.1,"0.35","787","391.537"
"BD+55 362 b",2021,"Haute-Provence Observatory",0,"265.59",0.78,14,228.83645,"0.27",,"52.5697"
"HD 18742 b",2011,"W. M. Keck Observatory",0,"766",1.82,13.1,1080.622,"0.04",,"162.685"
"HD 33564 b",2005,"Haute-Provence Observatory",0,"388",1.1,12.5,2892.1,"0.34",,"20.9531"
"HD 190360 b",2003,"Haute-Provence Observatory",0,"2854",3.9,13.4,572.09113,"0.34","150","16.0069"
"HD 34445 f",2017,"Multiple Observatories",0,"676.8",1.543,6.88,37.9,"0.031",,"46.0907"
"K2-138 f",2017,"K2",0,"12.75758",0.10447,2.904,1.63,"0.062","653","202.585"
"K2-138 g",2021,"K2",0,"41.96797",0.23109,3.013,4.32,"0.059","445","202.585"
"K2-146 c",2019,"K2",0,"4.00498",0.0327,2.19,7.49,"0.075",,"79.3002"
"HD 1461 b",2010,"W. M. Keck Observatory",0,"5.77152",0.0634,2.42,6.44,"0.172",,"23.4534"
"K2-374 c",2022,"K2",0,"16.43445",,2.213,5.53,,,"359.439"
"K2-391 b",2022,"K2",0,"4.622654",,1.371,2.45,,,"507.94"
"Kepler-1085 b",2016,"Kepler",0,"219.3217528",0.7391,7.22,41.2,"0","313","1364.53"
"Kepler-1085 c",2020,"Kepler",0,"56.7771",0.3002,3.268,10.7,"0","491","1364.53"
"Kepler-132 c",2014,"Kepler",0,"6.414914",0.068,1.28,2.18,"0","1069","349.549"
"Kepler-537 b",2016,"Kepler",0,"3.24755522",0.0442,1.41,2.57,"0","1181","439.4"
"Kepler-313 c",2014,"Kepler",0,"32.273273",0.208,2.57,7.13,"0","683","1079.3952487"
"K2-274 b",2018,"K2",0,"14.1330314",0.0964,2.08,4.98,,"655","228.327"
"K2-90 c",2016,"K2",0,"2.900706",0.035,1.3,2.24,"0.19",,"134.188"
"K2-97 b",2016,"K2",0,"8.406726",0.086,10.61,152.5584,"0.22","1499","878.43"
"K2-188 c",2018,"K2",0,"7.810253",0.0785,2.83,8.4,,"1026","446.821"
"CoRoT-4 b",2008,"CoRoT",0,"9.20205",0.09,13.34,228.83,"0","1074","726.412"
"Kepler-1189 b",2016,"Kepler",0,"3.78858982",0.0467,1.77,3.78,"0","1158","782.852"
"HD 202696 c",2019,"W. M. Keck Observatory",0,"946.6",2.342,,592.43512,"0.028",,"188.546"
"Kepler-1045 b",2016,"Kepler",0,"26.41045478",0.1616,2.69,7.7,"0","512","942.485"
"Kepler-1735 b",2021,"Kepler",0,"7.71792984",0.0621,1.194,1.84,"0","502","245.303"
"Kepler-244 c",2014,"Kepler",0,"9.767292",0.087,2.05,4.86,"0","791","1036.49"
"HD 20003 c",2019,"La Silla Observatory",0,"33.9239",0.1964,3.89,14.44,"0.1",,"41.8316"
"55 Cnc b",1996,"Lick Observatory",0,"14.6516",0.1134,13.9,263.9785,"0","700","12.5855"
"55 Cnc d",2002,"Lick Observatory",0,"5574.2",5.957,13,1232.493,"0.13",,"12.5855"
"HD 167042 b",2007,"Lick Observatory",0,"417.67",1.22,13.6,444.00628,"0.01",,"49.6633"
"HD 180314 b",2010,"Subaru Telescope",0,"394.73",1.448,12,7216.92964,"0.247",,"122.362"
"Kepler-1673 b",2020,"Kepler",0,"33.7888",0.2127,2.936,8.93,"0","611","727.187"
"Kepler-1664 b",2020,"Kepler",0,"14.3868",0.1137,3.033,9.45,"0","776","626.691"
"Kepler-1691 b",2020,"Kepler",0,"3.8482",0.0495,1.835,4.02,"0","1283","1267.67"
"Kepler-1717 b",2021,"Kepler",0,"30.65279961",0.2014,2.989,9.21,"0","780","1008.79"
"Kepler-1732 b",2021,"Kepler",0,"32.31240082",0.2015,4.099,15.7,"0","699","1289.41"
"Kepler-1339 b",2016,"Kepler",0,"1.34155513",0.0234,0.71,0.285,"0","1642","371.049"
"Kepler-668 b",2016,"Kepler",0,"8.35390639",0.0768,2.7,7.75,"0","790","784.618"
"K2-273 b",2018,"K2",0,"11.7195663",0.0729,3.05,9.53,,"849","308.105"
"Kepler-735 b",2016,"Kepler",0,"11.51516988",0.0965,2.95,9.01,"0","657","695.059"
"K2-253 b",2018,"K2",0,"4.00167",0.0506,12.67,,,"1238","876.565"
"K2-284 b",2018,"K2",0,"4.795069",0.04771,2.78,8.15,"0.078","653","107.272"
"K2-285 b",2018,"K2",0,"3.471745",0.03817,2.59,9.68,"0","1088.9","154.961"
"Kepler-114 d",2013,"Kepler",0,"11.776",0.08358,2.53,3.9,"0","446","259.533"
"Kepler-1234 b",2016,"Kepler",0,"11.94014029",0.096,2.81,8.3,"0","625","916.749"
"Kepler-1153 b",2016,"Kepler",0,"1.75583533",0.0277,1.73,3.64,"0","1343","1119.49"
"Kepler-220 c",2014,"Kepler",0,"9.034199",0.076,1.57,3.09,"0","586","171.109"
"Kepler-240 c",2014,"Kepler",0,"7.953528",0.074,2.2,102.3,"0","696","746.927"
"HD 126525 b",2018,"La Silla Observatory",0,"960.41",1.837,10.3,75.32571,"0.035",,"37.6506"
"HD 6718 b",2009,"La Silla Observatory",0,"2496",3.55,13.5,533.9544,"0.1",,"51.3444"
"OGLE-TR-132 b",2004,"OGLE",0,"1.689868",0.03035,13.45,375.02,"0.6","2013","2012.62"
"Kepler-1377 b",2016,"Kepler",0,"0.74092842",0.0153,1.25,2.1,"0","1873","1146.1"
"Kepler-1171 b",2016,"Kepler",0,"1.44259224",0.0284,2.56,7.08,"0","2700","573"
"Kepler-1207 b",2016,"Kepler",0,"13.68237119",0.1156,1.62,3.26,"0","802","1754.19"
"Kepler-1283 b",2016,"Kepler",0,"12.9460978",0.1062,1.91,4.31,"0","764","2921.99"
"Kepler-197 e",2014,"Kepler",0,"25.209715",0.164,0.91,0.693,"0.38","691","330.575"
"K2-120 b",2017,"K2",0,"9.562742",0.078,2.01,4.7,"0.14",,"289.543874"
"K2-116 b",2017,"K2",0,"4.655411",0.048,0.69,0.257,"0.06",,"49.3855"
"K2-24 c",2016,"K2",0,"42.3391",0.247,7.5,15.4,"0.07","560","170.562"
"HIP 57274 b",2011,"W. M. Keck Observatory",0,"8.1352",0.07,2.4,6.3566,"0.19",,"25.8618"
"K2-123 b",2017,"K2",0,"30.951524",0.1649,2.76,8.05,"0.06","338","161.555"
"Kepler-154 c",2014,"Kepler",0,"62.303276",0.303,2.95,9.01,"0","454","915.212"
"Kepler-389 b",2014,"Kepler",0,"3.244107",0.041,1.51,2.89,"0","1047","816.559"
"Kepler-626 b",2016,"Kepler",0,"14.48585199",0.115,2.29,5.86,"0","784","635.643"
"Kepler-545 b",2016,"Kepler",0,"13.24934059",0.1087,2.69,7.7,"0","806","818.001"
"MOA-2009-BLG-266L b",2011,"MOA",0,"2800",3.2,3.21,10.4,,,"3040"
"Kepler-1903 b",2021,"Kepler",0,"17.0678997",0.1321,2.286,5.85,"0","769","1775.44"
"Kepler-1945 b",2021,"Kepler",0,"6.08003998",0.0597,1.289,2.21,"0","808",
"Kepler-176 e",2016,"Kepler",0,"51.16579",0.2494,1.45,2.7,"0","398","527.321"
"OGLE-2018-BLG-1011L b",2019,"OGLE",0,,1.8,13.5,570,,,"7100"
"Kepler-1942 b",2021,"Kepler",0,"4.62604999",0.0516,2.117,5.13,"0","1012","842.492"
"HD 221416 b",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"14.2767",0.1228,9.17,60.5,"0.115","789.146837277","95.5483"
"Kepler-294 c",2014,"Kepler",0,"6.6264",0.071,2.71,7.8,"0","895","1357.01"
"Kepler-228 d",2014,"Kepler",0,"11.094286",0.101,4.04,15.4,"0","835","1644.61"
"Kepler-23 b",2011,"Kepler",0,"7.1073",0.075,1.9,254.3,"0.06","1157","835.756"
"Kepler-251 c",2014,"Kepler",0,"16.514043",0.122,2.77,8.1,"0","655","924.625"
"Kepler-1623 b",2016,"Kepler",0,"4.36128348",0.0518,1.31,2.27,"0","1000","837.481"
"Kepler-181 b",2014,"Kepler",0,"3.137873",0.04,1.27,2.15,"0","1041","609.283"
"Kepler-336 c",2014,"Kepler",0,"9.600001",0.092,2.1,5.06,"0","967","768.86"
"HIP 54373 c",2019,"Las Campanas Observatory",0,"15.144",0.099,3.57,12.44,"0.2",,"18.7168"
"K2-161 b",2018,"K2",0,"9.283188",,6.117,31.1,,,"916.319"
"Kepler-1809 b",2021,"Kepler",0,"3.7572999",0.0435,1.513,2.9,"0","877","409.602"
"Kepler-595 b",2016,"Kepler",0,"25.3029092",0.1582,3.708,17.4,"0","535","643.009"
"Kepler-598 c",2020,"Kepler",0,"86.4945",0.3576,3.024,9.4,"0","367","681.086"
"Kepler-607 b",2016,"Kepler",0,"0.6381632",0.0135,0.87,0.59,"0","1874","519.122"
"Kepler-616 b",2016,"Kepler",0,"9.99761851",0.0927,2.43,6.48,"0","860","945.775"
"Kepler-616 c",2016,"Kepler",0,"90.4113556",0.4024,3.41,11.5,"0","413","945.775"
"Kepler-1856 b",2021,"Kepler",0,"1.30200005",0.0215,1.734,3.66,"0","1344","848.76"
