pl_name,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,sy_dist
"Kepler-1265 b",2016,"Kepler",0,"6.49441289",0.0612,1.35,2.39,"0","732","583.641"
"Kepler-1282 b",2016,"Kepler",0,"2.13194651",0.0335,1.55,3.02,"0","1418","1103.29"
"Kepler-255 d",2016,"Kepler",0,"1.04562266",0.0192,1.32,2.3,"0","1710","1052.53"
"Kepler-1625 b",2016,"Kepler",0,"287.378949",0.8748,6.06,30.6,"0","350","2310.11"
"tau Cet f",2017,"Multiple Observatories",0,"636.13",1.334,1.81,3.93,"0.16",,"3.60304"
"tau Cet g",2017,"Multiple Observatories",0,"20",0.133,1.18,1.75,"0.06",,"3.60304"
"ups And b",1996,"Lick Observatory",0,"4.617033",0.059222,14,218.531,"0.0215",,"13.4054"
"UKIRT-2017-BLG-001L b",2018,"Mauna Kea Observatory",0,,4.18,13.7,407,,,"6300"
"HIP 14810 d",2009,"W. M. Keck Observatory",0,"981.8",1.94,14.1,187.5197,"0.185",,"50.48"
"Kepler-108 b",2014,"Kepler",0,"49.183921",0.292,8.65,56,"0.22","669","338.732"
"HD 10180 e",2010,"La Silla Observatory",0,"49.748",0.2699,5.39,25.1,"0.051",,"38.9607"
"V0391 Peg b",2007,"Multiple Observatories",0,"1170",1.7,13.1,1017.056,"0",,"1195.98"
"K2-202 b",2018,"K2",0,"3.405164",,2.302,5.91,,,"300.397"
"HD 191806 b",2016,"Haute-Provence Observatory",0,"1603.38923",2.749,12.5,2966.61035,"0.213",,"65.6668"
"TYC 8998-760-1 c",2020,"Paranal Observatory",0,,320,12.33,1906.98,,"1240","94.6177"
"GJ 1002 c",2022,"Multiple Observatories",0,"21.202",0.0738,1.1,1.36,,"181.7","4.84867"
"Kepler-868 b",2016,"Kepler",0,"5.03251791",0.0575,2.05,4.86,"0","1047","1593.13"
"Kepler-876 b",2016,"Kepler",0,"5.14438011",0.0549,1.43,2.63,"0","923","820.913"
"Kepler-904 b",2016,"Kepler",0,"3.02166863",0.0417,1.77,3.78,"0","1332","978.125"
"Kepler-771 b",2016,"Kepler",0,"8.73485836",0.0843,1.82,3.97,"0","890","1393.85"
"MOA-2010-BLG-328L b",2013,"MOA",0,,0.92,2.99,9.2,,,"810"
"Kepler-416 b",2014,"Kepler",0,"6.319",0.0658,2.48,58.2,"0","986","690.819"
"Kepler-321 c",2014,"Kepler",0,"13.093921",0.11,2.32,5.99,"0","752","384.542"
"Kepler-1177 b",2016,"Kepler",0,"106.247547",0.4301,1.9,4.27,"0","377","1299.97"
"Kepler-1382 b",2016,"Kepler",0,"16.3583055",0.1404,1.88,4.19,"0","959","738.261"
"Kepler-148 d",2016,"Kepler",0,"51.84688575",0.2607,8.68,56.3,"0","413","791.163"
"Kepler-1934 b",2021,"Kepler",0,"1.41975999",0.0245,0.913,0.702,"0","1700","428.514"
"GJ 536 b",2016,"La Silla Observatory",0,"8.7076",0.06661,2.17,5.36,"0.08",,"10.4092"
"HD 102956 b",2010,"W. M. Keck Observatory",0,"6.4947",0.0807,13.8,305.1168,"0.037",,"121.89"
"K2-150 b",2018,"K2",0,"10.59357",0.0727,2,4.66,,,"102.483"
"K2-257 b",2018,"K2",0,"1.60588",0.0216,0.83,0.498,,"789","64.0065"
"TYC 3667-1280-1 b",2016,"McDonald Observatory",0,"26.468",0.21,12.8,1716.282,"0.036","1350","477.516"
"GJ 3293 b",2015,"La Silla Observatory",0,"30.5987",0.14339,5.19,23.54,"0.06",,"20.1903"
"Kepler-976 b",2016,"Kepler",0,"105.9564148",0.4217,3.96,14.9,"0","324","1012.41"
"Kepler-363 d",2014,"Kepler",0,"11.932125",0.107,2.05,4.86,"0","905","762.596"
"Kepler-211 c",2014,"Kepler",0,"6.04045",0.062,1.29,18.3,"0","841","309.353"
"Kepler-576 b",2016,"Kepler",0,"29.91136794",0.179,3.27,10.7,"0","541","617.55"
"Kepler-1578 b",2016,"Kepler",0,"1.45088691",0.0252,1.04,1.12,"0","1700","1064.05"
"Kepler-118 c",2014,"Kepler",0,"20.17202",0.141,7.68,45.7,"0","564","574.228"
"Kepler-671 b",2016,"Kepler",0,"4.28095859",0.0503,2.69,7.7,"0","1012","1168.26"
"Kepler-892 b",2016,"Kepler",0,"13.7521072",0.1015,2.81,8.3,"0","556","570.727"
"ups And c",1999,"Multiple Observatories",0,"241.258",0.827774,12.3,4443.24113,"0.2596",,"13.4054"
"OGLE-2018-BLG-0567L b",2021,"OGLE",0,,2.72,12.3,101.70509,,,"7060"
"COCONUTS-2 b",2021,"NASA Infrared Telescope Facility (IRTF)",0,"402000000",7506,12.442,2002.31896,,"434","10.8864"
"Kepler-521 b",2016,"Kepler",0,"22.20813214",0.1699,3.18,10.2,"0","803","830.638"
"Kepler-942 b",2016,"Kepler",0,"44.96417488",0.2298,2.13,5.18,"0","379","216.354"
"HD 18599 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.1374354",0.048,2.6,24.1,"0.34","863","38.5653"
"HATS-2 b",2013,"HATSouth",0,"1.354133",0.023,13.092,427.463,"0","1577","341.925"
"KELT-6 c",2015,"Multiple Observatories",0,"1276",2.39,13,1179.1493,"0.21",,"240.726"
"HD 96127 b",2011,"McDonald Observatory",0,"647.29999",1.42,12.1,6661.7168,"0.3",,"587.659"
"HD 34445 e",2017,"Multiple Observatories",0,"49.175",0.2687,4.26,16.8,"0.09",,"46.0907"
"Kepler-343 b",2014,"Kepler",0,"8.96855",0.088,2.41,6.39,"0","1024","927.193"
"HD 240237 b",2011,"McDonald Observatory",0,"745.70001",1.92,12.2,5050.3187,"0.4",,"933.377"
"HIP 65891 b",2015,"Multiple Observatories",0,"1079.55726",2.794,12.8,1871.37366,"0.128",,"150.292"
"TOI-4127 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"56.39879",0.3081,12.285,731.00534,"0.7471","605.1","319.632"
"Kepler-1516 b",2016,"Kepler",0,"7.25931979",0.0718,1.75,3.71,"0","967","1358.95"
"Kepler-730 b",2016,"Kepler",0,"6.49168281",0.0694,12.33,,"0","1219","1935.04"
"Kepler-692 b",2016,"Kepler",0,"21.81293494",0.1495,3.11,9.85,"0","639","991.336"
"Kepler-1444 b",2016,"Kepler",0,"33.42035034",0.2015,2.18,5.39,"0","581","319.675"
"Kepler-657 b",2016,"Kepler",0,"24.54350418",0.1654,3.52,12.2,"0","616","1691.88"
"Kepler-792 b",2016,"Kepler",0,"11.30119217",0.0988,1.96,4.5,"0","852","1425.47"
"Kepler-1060 b",2016,"Kepler",0,"46.8779367",0.2495,2.38,6.26,"0","484","946.565"
"Kepler-122 f",2014,"Kepler",0,"56.268",0.287,1.75,36,"0","543","1027.45"
"K2-107 b",2017,"K2",0,"3.313959",0.0475,15.98,266.9772,"0","1649","685.2"
"HD 5319 c",2014,"W. M. Keck Observatory",0,"872.2",1.93,13.8,334.67499,"0.183",,"121.405"
"Kepler-174 c",2014,"Kepler",0,"44.000529",0.214,1.49,2.83,"0","377","384.757"
"EPIC 212737443 b",2019,"K2",0,"13.603",0.098,2.586,7.2,"0.2","536","336.25"
"HD 11505 b",2022,"Multiple Observatories",0,"32669.22247",20.247,12.6,2510.52659,"0.144",,"38.9679"
"HD 103891 b",2022,"La Silla Observatory",0,"1919",3.27,13.2,918.5241,"0.31",,"55.5213"
"HD 13931 b",2009,"W. M. Keck Observatory",0,"4218",5.15,13.2,889.91954,"0.02",,"47.3963"
"HD 62549 b",2022,"Multiple Observatories",0,"14306.88519",11.842,12.6,2707.5802,"0.15",,"49.3305"
"HD 214823 b",2016,"Haute-Provence Observatory",0,"1854.84424",3.08,12.1,5914.78665,"0.161",,"101.368"
"HD 68402 b",2016,"Multiple Observatories",0,"1103",2.18,12.6,2510.84442,"0.03",,"78.4293"
"HD 69123 b",2022,"La Silla Observatory",0,"1193.3",2.482,13.1,982.08978,"0.19",,"75.116"
"CoRoT-17 b",2011,"CoRoT",0,"3.7681",0.0461,11.43,772.29,"0","1626","1176.12"
"GJ 876 c",2000,"Multiple Observatories",0,"30.0881",0.12959,14,226.9846,"0.25591",,"4.67517"
"Kepler-33 b",2011,"Kepler",0,"5.66793",0.0677,1.74,3.68,"0","1336","1209.16"
"GJ 9689 b",2020,"Roque de los Muchachos Observatory",0,"18.27",0.1139,3.07,9.65,"0.29","453.04","30.6203"
"EPIC 212624936 b",2021,"K2",0,"0.578657",,1.2,1.87,,,"561.929"
"Kepler-417 b",2014,"Kepler",0,"12.331",0.1006,2.31,11,"0","671","973.989"
"Kepler-1309 b",2016,"Kepler",0,"28.8432647",0.1679,2.37,6.21,"0","491","845"
"Kepler-342 c",2014,"Kepler",0,"26.234138",0.185,1.96,4.5,"0","754","781.611"
"Kepler-1505 b",2016,"Kepler",0,"30.8609366",0.1862,0.93,0.749,"0","525","495.148"
"HIP 14810 b",2005,"W. M. Keck Observatory",0,"6.673892",0.0696,13,1239.537,"0.14399",,"50.48"
"Kepler-122 d",2014,"Kepler",0,"21.587475",0.155,2.2,5.48,"0","747","1027.45"
"Kepler-1270 b",2016,"Kepler",0,"6.03356196",0.0663,3.32,11,"0","1598","1095.05"
"HR 5183 b",2019,"Multiple Observatories",0,"27000",18,13.1,1052.01203,"0.84","171","31.4607"
"HIP 35965 b",2022,"Multiple Observatories",0,"26125.56497",15.898,12.6,2589.98369,"0.138",,"50.1677"
"HD 126614 b",2009,"W. M. Keck Observatory",0,"1257.25303",2.249,12.7,107.74383,"0.548",,"73.0961"
"HD 194490 b",2022,"Multiple Observatories",0,"13092.18348",11.116,12.4,3561.90296,"0.251",,"80.2349"
"HD 154345 b",2006,"W. M. Keck Observatory",0,"3341.55884",4.21,13.7,378.2158,"0.04",,"18.284"
"HD 7449 b",2011,"La Silla Observatory",0,"1270.55195",2.438,12.6,2597.9294,"0.752",,"38.662"
"HD 80869 b",2021,"Haute-Provence Observatory",0,"1752.92067",2.905,12.8,1609.80088,"0.924","203.2","85.3951"
"HD 73267 b",2008,"La Silla Observatory",0,"1257.99159",2.229,13,1321.53052,"0.261",,"50.4093"
"HIP 55507 b",2022,"Multiple Observatories",0,"5138.43727",5.062,12.6,2585.53409,"0.362",,"25.4893"
"K2-15 b",2015,"K2",0,"11.8104",0.091,2.48,6.71,,"676","493.992"
"K2-162 b",2018,"K2",0,"9.45889",0.0795,1.44,2.67,,"631","124.433"
"K2-126 b",2017,"K2",0,"7.385655",0.0656,1.97,4.54,"0.06","601","102.953"
"Kepler-590 b",2016,"Kepler",0,"5.85296257",0.0647,4.02,15.2,"0","1056","1421.81"
"Kepler-678 b",2016,"Kepler",0,"7.27503724",0.0732,5.14,23.1,"0","833","1826.15"
"Kepler-82 d",2014,"Kepler",0,"2.382961",0.034,1.77,3.78,"0","1253","904.326"
"HD 219077 b",2012,"La Silla Observatory",0,"5478.68861",5.935,12.5,3057.50928,"0.768",,"29.1864"
"HD 26161 b",2021,"Multiple Observatories",0,"10942.29013",10.087,11.9,9045.39646,"0.922",,"40.9128"
"Kepler-1978 b",2023,"Kepler",0,"10.84969477",0.0914,2.67,7.61,"0","676","865.512"
"Kepler-953 b",2016,"Kepler",0,"88.40655258",0.392,4.21,16.5,"0","410","258.893"
"Kepler-84 b",2012,"Kepler",0,"8.726",0.0827,2.23,40,"0","985","1023.9"
"Kepler-1368 b",2016,"Kepler",0,"0.67564949",0.0153,1.65,3.36,"0","2085","1635.82"
"Kepler-397 b",2014,"Kepler",0,"22.250949",0.144,2.46,6.62,"0","539","969"
"Kepler-357 c",2014,"Kepler",0,"16.85837",0.12,2.67,7.61,"0","576","688.573"
"Kepler-529 d",2021,"Kepler",0,"35.86619949",0.2134,2.795,8.22,"0","633","799.008"
"OGLE-2015-BLG-1670L b",2019,"OGLE",0,,2.62,4.42,17.9,,,"6700"
"Kepler-729 b",2016,"Kepler",0,"3.16635371",0.0432,3.58,12.5,"0","1273","1921.15"
"Kepler-199 c",2014,"Kepler",0,"67.093408",0.316,3.25,10.6,"0","420","521.054"
"Kepler-1542 c",2016,"Kepler",0,"2.89223021",0.0389,0.65,0.208,"0","1287","399.114"
"Kepler-1564 b",2016,"Kepler",0,"18.0540381",0.1327,1.47,2.76,"0","635","908.805"
"Kepler-1607 b",2016,"Kepler",0,"13.6473676",0.1075,0.92,0.721,"0","913","1286.1"
"Kepler-215 e",2014,"Kepler",0,"68.16101",0.314,1.75,3.71,"0","405","485.997"
"HD 233604 b",2013,"McDonald Observatory",0,"192",0.747,12.7,2089.644,"0.05",,"847.058"
"HD 40307 c",2009,"La Silla Observatory",0,"9.6184",0.0799,2.46,6.6,"0.06","696","12.9363"
"HD 13189 b",2005,"Thueringer Landessternwarte Tautenburg",0,"471.60001",1.25,12.4,3480.2385,"0.27",,"497.823"
"Kepler-268 b",2014,"Kepler",0,"25.934138",0.18,2.55,7.04,"0","695","851.87"
"Kepler-931 b",2016,"Kepler",0,"8.03755877",0.0719,1.33,2.33,"0","744","490"
"Kepler-84 d",2014,"Kepler",0,"4.224537",0.052,1.38,2.48,"0","1254","1023.9"
"Kepler-926 b",2016,"Kepler",0,"52.0688601",0.2739,2.31,5.95,"0","524","921.361"
"MOA-2010-BLG-117L b",2018,"MOA",0,,2.42,14.2,170,,,"3500"
"WASP-185 b",2019,"WASP-South",0,"9.38755",0.0904,14.011,311.4734,"0.24","1160","279.35"
"YZ Cet d",2017,"La Silla Observatory",0,"4.65626",0.02851,1.03,1.09,"0.07","356.7","3.71207"
"Kepler-215 c",2014,"Kepler",0,"14.667108",0.113,1.77,3.78,"0","675","485.997"
"Kepler-1476 b",2016,"Kepler",0,"10.35863224",0.0932,1.67,3.43,"0","860","1002.74"
"Kepler-254 d",2014,"Kepler",0,"18.746477",0.139,2.5,6.8,"0","686","1389.48"
"Kepler-292 d",2014,"Kepler",0,"7.055679",0.068,2.23,5.6,"0","808","1056.48"
"Kepler-279 d",2013,"Kepler",0,"54.414",0.2901,3.1,37.5,"0","574","1037.4"
"HD 192263 b",1999,"La Silla Observatory",0,"24.3556",0.15,14.2,177.9848,"0.05","486","19.6359"
"HD 23079 b",2001,"Anglo-Australian Telescope",0,"730.59998",1.6,13.2,829.5363,"0.1",,"33.4591"
"HD 96167 b",2009,"W. M. Keck Observatory",0,"498.04",1.332,14,227.88411,"0.685",,"85.3006"
"WASP-53 c",2017,"Multiple Facilities",0,"2840",3.73,,5196.5205,"0.8369",,"201.338"
"WASP-91 b",2017,"SuperWASP-South",0,"2.798581",0.037,11.545,425.8922,"0","1160","149.942"
"HD 85390 b",2009,"La Silla Observatory",0,"799.52",1.373,6.16,31.46517,"0.5",,"33.5225"
"Kepler-362 c",2014,"Kepler",0,"37.866281",0.207,1.45,2.7,"0","543","1090.51"
"Kepler-902 b",2016,"Kepler",0,"40.1099547",0.223,2.54,6.99,"0","556","1165.34"
"Kepler-938 b",2016,"Kepler",0,"52.6298417",0.2689,2.22,5.56,"0","544","1182.05"
"Kepler-996 b",2016,"Kepler",0,"3.77059058",0.0474,1.98,4.58,"0","1272","1216.58"
"PSR B1257+12 b",1994,"Arecibo Observatory",0,"25.262",0.19,0.338,0.02,"0",,"600"
"MOA-2016-BLG-227L b",2017,"MOA",0,,1.39,13.2,890,,,"6500"
"HD 39194 b",2021,"La Silla Observatory",0,"5.6368",0.056,1.83,4,"0.207",,"26.4131"
"Kepler-358 b",2014,"Kepler",0,"34.060467",0.21,2.72,7.85,"0","554","1101.1"
"Kepler-351 d",2016,"Kepler",0,"142.544247",0.5177,2.72,7.85,"0","318","1083.91"
"Kepler-375 c",2014,"Kepler",0,"19.986326",0.141,2.65,7.51,"0","720","1238.81"
"Kepler-42 c",2011,"Kepler",0,"0.45328509",0.006,0.73,0.315,"0","720","40.0595"
"HD 95089 c",2018,"W. M. Keck Observatory",0,"1785",3.33,13.1,1096.5135,"0.284",,"136.957"
"HD 35759 b",2016,"Haute-Provence Observatory",0,"82.467",0.389,13,1195.0408,"0.389",,"71.2423"
"bet UMi b",2014,"Bohyunsan Optical Astronomical Observatory",0,"522.3",1.4,12.7,1938.7,"0.19",,"38.77472"
"HD 142245 b",2011,"W. M. Keck Observatory",0,"1299",2.78,13.1,975.7381,"0",,"97.2305"
"TOI-1416 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.0697568",0.019,1.62,3.48,"0","1517","55.0135"
"HD 457 b",2022,"Multiple Observatories",0,"20324.58153",15.369,11.9,8445.33643,"0.565",,"55.0375"
"HATS-11 b",2016,"HATSouth",0,"3.619188",0.0507,18.03,263.7989,"0.34","1596","944.603"
"HD 158038 b",2011,"W. M. Keck Observatory",0,"521",1.5,13.5,486.2799,"0.29",,"94.8625"
"Kepler-624 b",2016,"Kepler",0,"14.58649607",0.1172,2.31,5.95,"0","852","748.188"
"Kepler-331 d",2014,"Kepler",0,"32.134327999999996",0.159,1.64,3.33,"0","346","580.119"
"Kepler-276 b",2014,"Kepler",0,"14.12841",0.119,2.87,8.6,"0","739","1144.86"
"Kepler-446 c",2015,"Kepler",0,"3.036179",0.0283,1.11,1.41,"0","520","96.339"
"Kepler-681 b",2016,"Kepler",0,"26.39435646",0.1635,3.08,9.69,"0","489","686.923"
"Kepler-536 b",2016,"Kepler",0,"1.8270823",0.0276,3.1,9.8,"0","1877","462.322"
"Kepler-510 b",2016,"Kepler",0,"19.55659418",0.134,2.47,6.66,"0","797","386.177"
"Kepler-935 b",2016,"Kepler",0,"4.88083852",0.0527,1.35,2.39,"0","879","471.782"
"Kepler-309 b",2014,"Kepler",0,"5.923653",0.059,1.56,3.05,"0","531","544.568"
"GJ 251 b",2020,"W. M. Keck Observatory",0,"14.238",0.0818,1.83,4,"0.1","351","5.58057"
"Kepler-341 b",2014,"Kepler",0,"5.195528",0.06,1.18,1.76,"0","1085","1047.03"
"HD 113996 b",2017,"Bohyunsan Optical Astronomical Observatory",0,"610.2",1.6,12.7,2002.329,"0.28",,"116.334"
"GJ 433 c",2014,"Multiple Observatories",0,"5094.105",4.819,6.27,32.422,"0.12",,"9.06456"
"CoRoT-31 b",2020,"CoRoT",0,"4.62941",0.0586,16.365,266.9772,"0.02",,"2005.76"
"HD 40307 g",2013,"La Silla Observatory",1,"197.8",0.6,2.56,7.1,"0.29","255","12.9363"
"Kepler-179 b",2014,"Kepler",0,"2.735926",0.036,1.64,3.33,"0","1075","605.68"
"HD 70573 b",2007,"La Silla Observatory",0,"851.8",1.76,12.8,1900,"0.4",,"59.182"
"HD 154857 c",2014,"Anglo-Australian Telescope",0,"3452",5.36,13.2,819.97,"0.06",,"63.4482"
"K2-255 b",2018,"K2",0,"1.96417",0.0274,2.9,8.75,,"1034","191.608"
"Kepler-245 e",2016,"Kepler",0,"3.21982106",0.04,1.75,3.71,"0","998","861.527"
"Kepler-695 b",2016,"Kepler",0,"3.04033042",0.0374,9.21,62.3,"0","1021","842.947"
"Kepler-583 b",2016,"Kepler",0,"6.5100253",0.0689,2.28,5.82,"0","1017","867.271"
"HD 111232 c",2022,"Multiple Observatories",0,"26472.44623",17.25,12.2,5740.93452,"0.558",,"28.9571"
"HD 11112 b",2022,"Multiple Observatories",0,"17244.90764",13.38,12.6,2598.56506,"0.285",,"44.3804"
"HD 149806 b",2022,"Multiple Observatories",0,"16521.52778",12.404,12.3,4003.68444,"0.357",,"20.2727"
"HD 98649 b",2012,"La Silla Observatory",0,"5697.3043",6.297,12.6,2665.30902,"0.841",,"42.1727"
"HD 81040 b",2005,"Multiple Observatories",0,"1005.98854",1.988,12.7,2151.06266,"0.557",,"34.4341"
"HD 224538 b",2016,"Multiple Observatories",0,"1202.05199",2.375,12.7,2075.73733,"0.476",,"79.0608"
"HD 55696 b",2018,"W. M. Keck Observatory",0,"1827",3.18,12.9,1357.1273,"0.705",,"77.9693"
"HD 72659 b",2002,"W. M. Keck Observatory",0,"3549.39854",4.691,13.2,949.67128,"0.257",,"51.8949"
"HD 50554 b",2002,"Lick Observatory",0,"1293",2.353,12.8,1859.29618,"0.501",,"31.1664"
"HD 27631 b",2012,"La Silla Observatory",0,"2198.14",3.242,13.5,495.81231,"0.141",,"50.2862"
"HD 97037 b",2022,"Multiple Observatories",0,"6449.08337",6.925,12.1,6707.76853,"0.357",,"32.413"
"HD 89307 b",2009,"Lick Observatory",0,"2166",3.27,13.4,642.01338,"0.2",,"32.0104"
"K2-396 b",2022,"K2",0,"0.673862",,1.579,3.12,,,"274.864"
"Kepler-1001 c",2020,"Kepler",0,"9.18186",0.084,1.578,3.11,"0","804","928.978"
"Kepler-1067 b",2016,"Kepler",0,"0.76212926",0.0162,0.8,0.437,"0","1872","667.693"
"Kepler-129 d",2021,"W. M. Keck Observatory",0,"2646",4,12.6,2637.97578,"0.15",,"408.845"
"Kepler-354 b",2014,"Kepler",0,"5.47666",0.054,1.84,4.04,"0","741","554.064"
"Kepler-132 e",2016,"Kepler",0,"110.2869374",0.4393,1.18,1.76,"0","414","349.549"
"Kepler-937 c",2016,"Kepler",0,"153.343364",0.5545,2.67,7.61,"0","377","1571.46"
"Kepler-1007 b",2016,"Kepler",0,"5.18500207",0.048,1.44,2.67,"0","652","365"
"K2-228 b",2018,"K2",0,"2.69828",0.0338,1.21,1.92,,"914","129.46"
"K2-39 b",2016,"K2",0,"4.60543",0.05708,6.277,28.6047,"0","1670","307.47"
"HD 213472 b",2021,"Multiple Observatories",0,"17000",13,13.1,1112.39942,"0.53",,"64.4527"
"HD 86065 b",2022,"Multiple Observatories",0,"25775.78859",15.947,12.5,2877.30057,"0.219",,"40.3661"
"HD 86264 b",2009,"Lick Observatory",0,"1488.79123",2.763,12.5,3117.26102,"0.821",,"67.8107"
"HD 8673 b",2009,"Thueringer Landessternwarte Tautenburg",0,"1644.69097",2.97,12.3,4210.59074,"0.73",,"37.8619"
"HD 45652 b",2008,"Haute-Provence Observatory",0,"44.073",0.237,14.3,137.62039,"0.607",,"34.8541"
"Kepler-327 b",2014,"Kepler",0,"2.549575",0.029,1.11,1.41,"0","682","241.987"
"CoRoT-23 b",2011,"CoRoT",0,"3.6313",0.048,11.77,889.9,"0.16","1660","1060.97"
"Kepler-787 b",2016,"Kepler",0,"0.9283105",0.0159,1.28,2.18,"0","1115","503.568"
"51 Eri b",2015,"Gemini Observatory",0,"11688",13.2,13.4,635.66,"0.45","700","29.7575"
"Kepler-753 b",2016,"Kepler",0,"5.74772501",0.054,1.91,4.31,"0","641","274.767"
"Kepler-730 c",2018,"Kepler",0,"2.85188338",0.03997,1.569,3.09,"0","1607","1935.04"
"Kepler-839 b",2016,"Kepler",0,"37.8144514",0.2341,2.57,7.13,"0","626","944.561"
"HD 96992 b",2021,"Multiple Observatories",0,"514",1.24,13.7,362.3262,"0.41",,"396.082"
"HIP 107772 b",2020,"Multiple Observatories",0,"55.199",0.243,3.64,12.9,"0.18",,"23.6434"
"K2-376 b",2022,"K2",0,"5.776475",,1.736,3.66,,,"161.61"
"Kepler-610 b",2016,"Kepler",0,"6.99692655",0.0719,4.19,16.3,"0","888","845.824"
"Kepler-168 c",2014,"Kepler",0,"13.193242",0.116,2.69,7.7,"0","862","1343.6"
"Kepler-703 b",2016,"Kepler",0,"4.58352176",0.0535,8.2,51.1,"0","1038","1156.83"
"Kepler-1450 b",2016,"Kepler",0,"54.5094166",0.2401,1.71,3.57,"0","308","505.829"
"K2-192 b",2018,"K2",0,"4.162817",0.049,1.52,2.92,,"939","221.753"
"HD 9446 c",2009,"Haute-Provence Observatory",0,"192.9",0.654,13.4,578.426,"0.06",,"50.3503"
"Kepler-1258 b",2016,"Kepler",0,"0.98494017",0.0201,0.86,0.566,"0","2335","717.555"
"Kepler-1409 b",2016,"Kepler",0,"0.76486493",0.0152,1.04,1.12,"0","1733","694.89"
"Kepler-1287 b",2016,"Kepler",0,"11.47685909",0.0976,1.54,2.99,"0","796","1003.26"
"Kepler-1133 b",2016,"Kepler",0,"11.55562343",0.0983,1.97,4.54,"0","703","753.135"
"HD 164595 b",2015,"Haute-Provence Observatory",0,"40",0.23,4.16,16.14,"0.088",,"28.254"
"HD 220074 b",2012,"Bohyunsan Optical Astronomical Observatory",0,"672.09998",1.6,12.2,5288.6912,"0.14",,"324.54"
"K2-190 b",2018,"K2",0,"10.098858",,1.357,2.41,,,"160.679"
"Kepler-1600 b",2016,"Kepler",0,"386.370548",0.9712,3.13,9.96,"0","209","1030.81"
"Kepler-1702 b",2020,"Kepler",0,"18.5012",0.1275,1.602,3.2,"0","555","857.14"
"HD 92788 c",2019,"La Silla Observatory",0,"11611.2975",10.5,13,1166.4361,"0.46",,"34.6538"
"bet Pic c",2019,"La Silla Observatory",0,"1192.77951",2.68,12.5,3222.46222,"0.314",,"19.7442"
"Kepler-1357 b",2016,"Kepler",0,"3.0091324",0.041,1.28,2.18,"0","1177","1015.69"
"Kepler-1464 b",2016,"Kepler",0,"31.7785901",0.1803,1.66,3.39,"0","564","1151.73"
"Kepler-1710 b",2021,"Kepler",0,"14.91110039",0.1159,3.197,10.3,"0","694","305.193"
"Kepler-1740 b",2021,"Kepler",0,"8.17240047",0.0779,3.323,11,"0","858","1061.77"
"Kepler-1743 b",2021,"Kepler",0,"7.64971018",0.0822,1.599,3.18,"0","1144","538.807"
"Kepler-150 f",2017,"Kepler",0,"637.2093",1.24,3.64,12.9,,,"891.092"
"Kepler-1523 b",2016,"Kepler",0,"0.93875077",0.0185,1.58,3.12,"0","1676","865.596"
"Kepler-263 b",2014,"Kepler",0,"16.568087",0.12,2.67,7.61,"0","548","754.747"
"Pr0211 b",2012,"Fred Lawrence Whipple Observatory",0,"2.1461",0.03176,13.4,597.5204,"0.011",,"182.714"
"K2-57 b",2016,"K2",0,"9.0063",0.0746,2.1,5.06,,,"264.213"
"KOI-142 c",2013,"Kepler",0,"22.26492",0.15525,14,214.1,"0.05724",,"376.863"
"K2-86 b",2016,"K2",0,"8.77683",0.077,1.96,4.5,,,"258.699"
"KMT-2021-BLG-0119L b",2022,"KMTNet",0,,2.92,12.8,1754.41281,,,"3130"
"KMT-2021-BLG-0192L b",2022,"KMTNet",0,,1.62,6.56,34.96112,,,"5120"
"KMT-2021-BLG-2294L b",2022,"KMTNet",0,,1.15,5.02,22.24799,,,"6800"
"Kepler-512 b",2016,"Kepler",0,"34.43587975",0.2194,2.69,7.7,"0","652","467.375"
"Kepler-59 b",2012,"Kepler",0,"11.8681707",0.104,1.1,1.37,"0","864","1163.22"
"TOI-181 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.532",0.0539,6.956,46.1687,"0.1543","895.1","96.2338"
"Kepler-658 b",2016,"Kepler",0,"1.28707676",0.0188,1.63,3.29,"0","871","388.384"
"HD 187085 b",2006,"Anglo-Australian Telescope",0,"1019.74",2.1,13.9,265.70588,"0.251",,"45.8993"
"Gl 686 b",2018,"Roque de los Muchachos Observatory",0,"15.53",0.091,2.46,6.624,"0.05","379","8.15728"
"EPIC 211822797 b",2016,"K2",0,"21.1701963",0.1195,1.92,4.35,"0.06","431","186.197"
"Gl 49 b",2019,"Multiple Observatories",0,"13.8508",0.0905,2.24,5.63,"0.363",,"9.8528"
"Kepler-881 b",2016,"Kepler",0,"4.44448017",0.0552,1.78,3.82,"0","1217","1375.18"
"Kepler-890 b",2016,"Kepler",0,"52.75875577",0.2944,8.89,58.6,"0","540","1712.12"
"Kepler-1746 b",2021,"Kepler",0,"321.2120056",0.9453,8.935,59.1,"0","310","979.541"
"Kepler-981 b",2016,"Kepler",0,"4.46975774",0.0535,2.31,5.95,"0","1103","878.082"
"OGLE-2007-BLG-368L b",2009,"OGLE",0,,2.8,4.72,20,,,"5900"
"K2-256 b",2018,"K2",0,"5.52011",0.0578,2.63,7.41,,"845","564.693"
